1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
43,"15101","0200","2","","","","新潟県","新潟市北区","濁川","",904,26,30,35,42,28,44,39,54,41,67,59,73,77,75,59,62,51,34,7,1,-,-,45298,50.6084070796,91,524,289,155,42,-,427,16,13,19,19,13,19,22,24,21,35,28,37,39,37,25,25,22,12,1,-,-,-,20756,49.1088992974,48,257,122,60,13,-,477,10,17,16,23,15,25,17,30,20,32,31,36,38,38,34,37,29,22,6,1,-,-,24542,51.9507337526,43,267,167,95,29,-
44,"15101","0210","2","","","","新潟県","新潟市北区","濁川","",584,29,17,19,23,29,54,48,46,39,25,32,31,55,39,22,19,27,9,6,-,-,15,24935,44.3224956063,65,382,122,61,15,1,286,14,8,13,11,17,27,27,23,16,11,15,16,27,18,10,9,11,1,1,-,-,11,11516,42.3763636364,35,190,50,22,2,1,298,15,9,6,12,12,27,21,23,23,14,17,15,28,21,12,10,16,8,5,-,-,4,13419,46.1428571429,30,192,72,39,13,-
45,"15101","0220","2","","","","新潟県","新潟市北区","つくし野","",1468,41,53,45,40,34,56,85,101,66,61,58,118,224,215,121,62,40,29,14,2,1,2,75003,51.6616643929,139,843,484,148,46,-,723,21,27,20,18,20,27,47,52,33,29,23,49,108,106,74,36,16,11,5,-,-,1,36764,51.4196675900,68,406,248,68,16,-,745,20,26,25,22,14,29,38,49,33,32,35,69,116,109,47,26,24,18,9,2,1,1,38239,51.8965053763,71,437,236,80,30,-
46,"15101","022001","3","","","","新潟県","新潟市北区","つくし野","１丁目",864,26,33,25,25,24,35,45,60,37,41,35,67,144,111,76,33,18,19,7,1,-,2,43572,51.0475638051,84,513,265,78,27,-,425,15,19,11,10,14,15,23,32,20,18,14,26,73,54,47,16,9,5,3,-,-,1,21229,50.5683962264,45,245,134,33,8,-,439,11,14,14,15,10,20,22,28,17,23,21,41,71,57,29,17,9,14,4,1,-,1,22343,51.5114155251,39,268,131,45,19,-
47,"15101","022002","3","","","","新潟県","新潟市北区","つくし野","２丁目",604,15,20,20,15,10,21,40,41,29,20,23,51,80,104,45,29,22,10,7,1,1,-,31431,52.5380794702,55,330,219,70,19,-,298,6,8,9,8,6,12,24,20,13,11,9,23,35,52,27,20,7,6,2,-,-,-,15535,52.6308724832,23,161,114,35,8,-,306,9,12,11,7,4,9,16,21,16,9,14,28,45,52,18,9,15,4,5,1,1,-,15896,52.4477124183,32,169,105,35,11,-
48,"15101","0230","2","","","","新潟県","新潟市北区","新崎","",328,9,11,8,12,10,11,18,18,17,27,16,24,31,24,32,26,22,10,1,1,-,-,17021,52.3932926829,28,184,116,60,12,-,156,7,5,3,9,4,7,9,8,8,12,9,7,18,10,16,13,8,2,1,-,-,-,7723,50.0064102564,15,91,50,24,3,-,172,2,6,5,3,6,4,9,10,9,15,7,17,13,14,16,13,14,8,-,1,-,-,9298,54.5581395349,13,93,66,36,9,-
49,"15101","0240","2","","","","新潟県","新潟市北区","新崎","",1317,50,34,35,73,84,121,85,79,78,72,102,109,90,88,60,51,54,26,13,5,-,8,59002,45.5741023682,119,893,297,149,44,64,676,27,17,19,45,51,66,48,40,38,38,48,55,52,40,31,23,24,7,4,1,-,2,29013,43.5459940653,63,481,130,59,12,54,641,23,17,16,28,33,55,37,39,40,34,54,54,38,48,29,28,30,19,9,4,-,6,29989,47.7267716535,56,412,167,90,32,10
50,"15101","024001","3","","","","新潟県","新潟市北区","新崎","１丁目",388,9,5,11,16,38,40,26,14,27,21,29,38,25,21,23,17,16,11,1,-,-,-,17825,46.4407216495,25,274,89,45,12,54,222,4,3,7,7,30,30,19,8,12,14,12,20,16,9,12,6,8,4,1,-,-,-,9580,43.6531531532,14,168,40,19,5,51,166,5,2,4,9,8,10,7,6,15,7,17,18,9,12,11,11,8,7,-,-,-,-,8245,50.1686746988,11,106,49,26,7,3
51,"15101","024002","3","","","","新潟県","新潟市北区","新崎","２丁目",758,38,26,20,43,37,70,52,57,45,38,59,61,51,55,27,20,30,12,5,4,-,8,32598,43.9640000000,84,513,153,71,21,10,374,21,12,11,29,15,33,24,29,24,17,32,31,27,27,14,9,12,2,2,1,-,2,15627,42.5080645161,44,261,67,26,5,3,384,17,14,9,14,22,37,28,28,21,21,27,30,24,28,13,11,18,10,3,3,-,6,16971,45.3968253968,40,252,86,45,16,7
52,"15101","024003","3","","","","新潟県","新潟市北区","新崎","３丁目",171,3,3,4,14,9,11,7,8,6,13,14,10,14,12,10,14,8,3,7,1,-,-,8579,50.6695906433,10,106,55,33,11,-,80,2,2,1,9,6,3,5,3,2,7,4,4,9,4,5,8,4,1,1,-,-,-,3806,48.0750000000,5,52,23,14,2,-,91,1,1,3,5,3,8,2,5,4,6,10,6,5,8,5,6,4,2,6,1,-,-,4773,52.9505494505,5,54,32,19,9,-
53,"15101","0250","2","","","","新潟県","新潟市北区","すみれ野","",2413,138,139,138,192,132,116,173,224,219,237,191,120,124,98,85,40,19,7,4,1,-,16,89262,37.7390488110,415,1728,254,71,12,44,1180,75,78,66,105,42,53,80,108,115,117,93,74,57,42,38,18,8,4,-,-,-,7,43039,37.1913895993,219,844,110,30,4,3,1233,63,61,72,87,90,63,93,116,104,120,98,46,67,56,47,22,11,3,4,1,-,9,46223,38.2638888889,196,884,144,41,8,41
54,"15101","025001","3","","","","新潟県","新潟市北区","すみれ野","１丁目",772,48,30,35,66,40,35,62,67,59,88,63,49,41,37,29,11,-,2,1,-,-,9,29090,38.6258191350,113,570,80,14,3,8,379,24,18,13,33,11,18,33,35,28,42,31,31,17,17,16,5,-,2,-,-,-,5,14425,39.0695187166,55,279,40,7,2,1,393,24,12,22,33,29,17,29,32,31,46,32,18,24,20,13,6,-,-,1,-,-,4,14665,38.1992287918,58,291,40,7,1,7
55,"15101","025002","3","","","","新潟県","新潟市北区","すみれ野","２丁目",768,30,21,50,74,45,43,50,57,73,77,77,39,45,34,24,18,5,1,2,1,-,2,29799,39.4020887728,101,580,85,27,4,1,375,17,12,25,44,18,18,23,26,40,36,37,27,21,12,11,6,2,-,-,-,-,-,14095,38.0866666667,54,290,31,8,-,1,393,13,9,25,30,27,25,27,31,33,41,40,12,24,22,13,12,3,1,2,1,-,2,15704,40.6636828645,47,290,54,19,4,-
56,"15101","025003","3","","","","新潟県","新潟市北区","すみれ野","３丁目",608,26,40,38,48,42,29,23,48,61,57,45,28,35,24,32,10,14,2,1,-,-,5,23279,39.1053067993,104,416,83,27,3,33,288,12,20,23,25,10,13,10,19,34,31,22,14,17,12,11,6,6,1,-,-,-,2,10969,38.8531468531,55,195,36,13,1,1,320,14,20,15,23,32,16,13,29,27,26,23,14,18,12,21,4,8,1,1,-,-,3,12310,39.3328075710,49,221,47,14,2,32
57,"15101","025004","3","","","","新潟県","新潟市北区","すみれ野","４丁目",265,34,48,15,4,5,9,38,52,26,15,6,4,3,3,-,1,-,2,-,-,-,-,7094,27.2698113208,97,162,6,3,2,2,138,22,28,5,3,3,4,14,28,13,8,3,2,2,1,-,1,-,1,-,-,-,-,3550,26.2246376812,55,80,3,2,1,-,127,12,20,10,1,2,5,24,24,13,7,3,2,1,2,-,-,-,1,-,-,-,-,3544,28.4055118110,42,82,3,1,1,2
58,"15101","0260","2","","","","新潟県","新潟市北区","松潟","",276,3,3,4,6,6,13,9,10,10,9,16,18,20,23,16,22,30,30,20,6,2,-,17362,63.4057971014,10,117,149,110,58,-,109,1,2,1,2,3,4,5,7,6,2,8,11,10,12,8,8,11,5,3,-,-,-,6289,58.1972477064,4,58,47,27,8,-,167,2,1,3,4,3,9,4,3,4,7,8,7,10,11,8,14,19,25,17,6,2,-,11073,66.8053892216,6,59,102,83,50,-
59,"15101","0270","2","","","","新潟県","新潟市北区","名目所","",663,18,29,18,54,68,34,26,34,45,35,31,44,51,42,43,24,21,21,8,1,1,15,28890,45.0833333333,65,422,161,76,31,1,330,8,15,10,26,34,17,13,21,24,17,20,19,24,25,22,10,5,10,2,-,-,8,13952,43.8291925466,33,215,74,27,12,1,333,10,14,8,28,34,17,13,13,21,18,11,25,27,17,21,14,16,11,6,1,1,7,14938,46.3220858896,32,207,87,49,19,-
60,"15101","027000","3","","","","新潟県","新潟市北区","名目所","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,"15101","027001","3","","","","新潟県","新潟市北区","名目所","１丁目",124,4,6,7,6,5,2,6,5,11,4,12,7,8,9,10,9,6,6,1,-,-,-,6065,49.4112903226,17,66,41,22,7,-,67,1,5,4,5,4,1,2,4,5,2,7,4,4,4,5,4,2,4,-,-,-,-,3084,46.5298507463,10,38,19,10,4,-,57,3,1,3,1,1,1,4,1,6,2,5,3,4,5,5,5,4,2,1,-,-,-,2981,52.7982456140,7,28,22,12,3,-
62,"15101","027002","3","","","","新潟県","新潟市北区","名目所","２丁目",231,5,8,6,16,19,15,6,13,20,11,11,15,26,15,14,6,6,11,3,1,1,3,10698,47.4210526316,19,152,57,28,16,1,117,3,4,2,9,10,8,5,6,11,6,6,7,13,9,7,3,1,5,1,-,-,1,5233,45.6120689655,9,81,26,10,6,1,114,2,4,4,7,9,7,1,7,9,5,5,8,13,6,7,3,5,6,2,1,1,2,5465,49.2946428571,10,71,31,18,10,-
63,"15101","027003","3","","","","新潟県","新潟市北区","名目所","３丁目",308,9,15,5,32,44,17,14,16,14,20,8,22,17,18,19,9,9,4,4,-,-,12,12127,41.4695945946,29,204,63,26,8,-,146,4,6,4,12,20,8,6,11,8,9,7,8,7,12,10,3,2,1,1,-,-,7,5635,41.0395683453,14,96,29,7,2,-,162,5,9,1,20,24,9,8,5,6,11,1,14,10,6,9,6,7,3,3,-,-,5,6492,41.8503184713,15,108,34,19,6,-
64,"15101","0280","2","","","","新潟県","新潟市北区","太田","",3598,135,165,160,185,243,168,189,217,239,193,225,252,276,275,194,179,142,86,33,7,1,34,161788,45.8950617284,460,2187,917,448,127,5,1742,69,87,79,101,92,88,96,110,124,97,116,125,144,135,91,77,57,23,9,1,-,21,76002,44.6615339919,235,1093,393,167,33,2,1856,66,78,81,84,151,80,93,107,115,96,109,127,132,140,103,102,85,63,24,6,1,13,85786,47.0469343462,225,1094,524,281,94,3
65,"15101","028001","3","","","","新潟県","新潟市北区","太田","栄町",76,3,2,3,5,1,3,-,3,7,1,5,3,3,7,11,11,3,-,1,1,-,3,3835,53.0342465753,8,31,34,16,2,-,37,-,-,1,3,1,1,-,2,5,-,4,1,-,4,5,6,1,-,-,-,-,3,1820,54.0294117647,1,17,16,7,-,-,39,3,2,2,2,-,2,-,1,2,1,1,2,3,3,6,5,2,-,1,1,-,-,2015,52.1666666667,7,14,18,9,2,-
66,"15101","028002","3","","","","新潟県","新潟市北区","太田","若松町",214,7,9,7,6,12,10,10,15,16,12,10,11,18,14,15,22,14,2,-,-,-,4,10197,49.0571428571,23,120,67,38,2,-,108,4,5,3,5,6,7,4,6,7,9,6,6,11,5,7,9,6,-,-,-,-,2,4917,46.8867924528,12,67,27,15,-,-,106,3,4,4,1,6,3,6,9,9,3,4,5,7,9,8,13,8,2,-,-,-,2,5280,51.2692307692,11,53,40,23,2,-
67,"15101","028003","3","","","","新潟県","新潟市北区","太田","法花鳥屋",1435,70,100,77,82,119,65,79,116,111,76,71,89,105,105,48,41,28,23,5,1,1,23,56417,40.4553824363,247,913,252,99,30,2,694,35,54,37,50,42,32,37,51,56,44,34,44,58,47,24,17,9,7,1,1,-,14,26617,39.6426470588,126,448,106,35,9,-,741,35,46,40,32,77,33,42,65,55,32,37,45,47,58,24,24,19,16,4,-,1,9,29800,41.2103825137,121,465,146,64,21,2
68,"15101","028004","3","","","","新潟県","新潟市北区","太田","城山",174,5,4,5,10,11,8,9,9,13,8,6,18,15,27,3,7,6,7,2,1,-,-,8465,49.1494252874,14,107,53,23,10,-,83,3,2,3,7,4,3,5,5,8,3,2,9,7,14,3,3,1,1,-,-,-,-,3783,46.0783132530,8,53,22,5,1,-,91,2,2,2,3,7,5,4,4,5,5,4,9,8,13,-,4,5,6,2,1,-,-,4682,51.9505494505,6,54,31,18,9,-
69,"15101","028005","3","","","","新潟県","新潟市北区","太田","松影",225,13,12,5,6,15,12,16,5,6,12,17,17,25,11,13,7,16,12,5,-,-,-,10883,48.8688888889,30,131,64,40,17,-,111,6,5,2,4,5,7,11,3,2,5,9,9,12,8,5,4,9,3,2,-,-,-,5354,48.7342342342,13,67,31,18,5,-,114,7,7,3,2,10,5,5,2,4,7,8,8,13,3,8,3,7,9,3,-,-,-,5529,49.0000000000,17,64,33,22,12,-
70,"15101","028006","3","","","","新潟県","新潟市北区","太田","上黒山一区",223,7,6,15,6,7,14,9,8,18,10,11,19,15,19,8,18,19,7,5,2,-,-,11321,51.2668161435,28,117,78,51,14,1,116,5,3,9,2,4,8,9,5,8,6,8,8,9,11,4,6,8,-,3,-,-,-,5414,47.1724137931,17,67,32,17,3,1,107,2,3,6,4,3,6,-,3,10,4,3,11,6,8,4,12,11,7,2,2,-,-,5907,55.7056074766,11,50,46,34,11,-
71,"15101","028007","3","","","","新潟県","新潟市北区","太田","上黒山二区",84,1,1,2,2,7,4,6,2,5,2,4,13,7,6,2,7,5,5,2,1,-,-,4492,53.9761904762,4,52,28,20,8,-,39,-,1,1,1,3,3,4,1,1,1,2,6,4,2,1,4,2,2,-,-,-,-,1982,51.3205128205,2,26,11,8,2,-,45,1,-,1,1,4,1,2,1,4,1,2,7,3,4,1,3,3,3,2,1,-,-,2510,56.2777777778,2,26,17,12,6,-
72,"15101","028008","3","","","","新潟県","新潟市北区","太田","上黒山三区",247,7,9,9,15,12,9,13,11,20,16,14,12,15,24,26,13,9,8,5,-,-,-,12114,49.5445344130,25,137,85,35,13,-,121,3,7,5,5,5,3,5,8,14,6,6,5,9,11,14,5,6,2,2,-,-,-,5872,49.0289256198,15,66,40,15,4,-,126,4,2,4,10,7,6,8,3,6,10,8,7,6,13,12,8,3,6,3,-,-,-,6242,50.0396825397,10,71,45,20,9,-
73,"15101","028009","3","","","","新潟県","新潟市北区","太田","中黒山",235,6,8,8,12,13,6,19,15,7,20,16,12,18,20,17,16,10,9,3,-,-,-,11531,49.5680851064,22,138,75,38,12,-,113,4,6,4,5,6,5,8,10,3,10,7,6,9,9,7,6,4,4,-,-,-,-,5192,46.4469026549,14,69,30,14,4,-,122,2,2,4,7,7,1,11,5,4,10,9,6,9,11,10,10,6,5,3,-,-,-,6339,52.4590163934,8,69,45,24,8,-
74,"15101","028010","3","","","","新潟県","新潟市北区","太田","下黒山",210,9,5,7,9,6,10,9,12,11,6,18,14,16,18,20,18,8,5,4,1,-,4,10449,51.2233009709,21,111,74,36,10,1,105,5,2,5,4,4,4,5,7,5,3,8,8,7,13,8,10,3,1,1,-,-,2,5050,49.5291262136,12,55,36,15,2,1,105,4,3,2,5,2,6,4,5,6,3,10,6,9,5,12,8,5,4,3,1,-,2,5399,52.9174757282,9,56,38,21,8,-
75,"15101","028011","3","","","","新潟県","新潟市北区","太田","名山",115,2,3,3,4,5,3,6,8,5,8,12,4,11,9,11,9,9,3,-,-,-,-,6002,52.6913043478,8,66,41,21,3,-,53,1,-,1,2,1,2,2,5,3,3,7,2,5,4,6,4,4,1,-,-,-,-,2851,54.2924528302,2,32,19,9,1,-,62,1,3,2,2,4,1,4,3,2,5,5,2,6,5,5,5,5,2,-,-,-,-,3151,51.3225806452,6,34,22,12,2,-
76,"15101","028012","3","","","","新潟県","新潟市北区","太田","椋",128,3,1,3,7,9,9,7,3,5,2,13,17,10,5,9,7,12,5,1,-,-,-,6552,51.6875000000,7,82,39,25,6,-,59,2,-,1,3,1,6,3,2,3,1,7,10,5,2,4,3,4,2,-,-,-,-,3004,51.4152542373,3,41,15,9,2,-,69,1,1,2,4,8,3,4,1,2,1,6,7,5,3,5,4,8,3,1,-,-,-,3548,51.9202898551,4,41,24,16,4,-
77,"15101","028013","3","","","","新潟県","新潟市北区","太田","下大口",15,1,2,-,1,-,-,2,2,1,-,-,3,-,-,2,-,1,-,-,-,-,-,616,41.5666666667,3,9,3,1,-,-,8,-,1,-,1,-,-,1,1,1,-,-,2,-,-,1,-,-,-,-,-,-,-,325,41.1250000000,1,6,1,-,-,-,7,1,1,-,-,-,-,1,1,-,-,-,1,-,-,1,-,1,-,-,-,-,-,291,42.0714285714,2,3,2,1,-,-
78,"15101","028014","3","","","","新潟県","新潟市北区","太田","クレストタウン",217,1,3,16,20,26,15,4,8,14,20,28,20,18,10,9,3,2,-,-,-,-,-,8914,41.5783410138,20,173,24,5,-,1,95,1,1,7,9,10,7,2,4,8,6,16,9,8,5,2,-,-,-,-,-,-,-,3821,40.7210526316,9,79,7,-,-,-,122,-,2,9,11,16,8,2,4,6,14,12,11,10,5,7,3,2,-,-,-,-,-,5093,42.2459016393,11,94,17,5,-,1
79,"15101","0290","2","","","","新潟県","新潟市北区","村新田","",45,1,1,1,1,5,1,1,-,-,2,-,5,8,6,2,1,4,4,2,-,-,-,2565,57.5000000000,3,23,19,11,6,-,19,-,-,-,-,2,-,1,-,-,1,-,3,3,4,1,-,2,1,1,-,-,-,1169,62.0263157895,-,10,9,4,2,-,26,1,1,1,1,3,1,-,-,-,1,-,2,5,2,1,1,2,3,1,-,-,-,1396,54.1923076923,3,13,10,7,4,-
80,"15101","0310","2","","","","新潟県","新潟市北区","葛塚","",3816,150,148,136,269,274,201,183,212,244,229,209,215,258,282,190,185,165,125,54,22,6,59,171756,46.2162629758,434,2294,1029,557,207,6,1791,75,78,76,119,120,94,84,120,119,119,111,103,122,142,85,78,50,40,14,5,2,35,76866,44.2733485194,229,1111,416,189,61,4,2025,75,70,60,150,154,107,99,92,125,110,98,112,136,140,105,107,115,85,40,17,4,24,94890,47.9212893553,205,1183,613,368,146,2
81,"15101","031001","3","","","","新潟県","新潟市北区","葛塚","樋ノ内",183,10,5,4,7,17,22,6,14,10,8,6,16,11,15,4,8,9,9,-,-,-,2,8009,44.7486187845,19,117,45,26,9,1,94,7,3,3,3,9,10,3,9,5,3,4,9,5,10,-,5,2,2,-,-,-,2,3778,41.5652173913,13,60,19,9,2,-,89,3,2,1,4,8,12,3,5,5,5,2,7,6,5,4,3,7,7,-,-,-,-,4231,48.0393258427,6,57,26,17,7,1
82,"15101","031002","3","","","","新潟県","新潟市北区","葛塚","上大口",208,5,11,8,10,6,14,6,12,13,16,12,13,12,18,16,15,6,11,2,2,-,-,10268,49.8653846154,24,114,70,36,15,-,103,3,4,5,3,2,10,1,11,7,6,5,5,6,10,10,7,2,4,1,1,-,-,5031,49.3446601942,12,56,35,15,6,-,105,2,7,3,7,4,4,5,1,6,10,7,8,6,8,6,8,4,7,1,1,-,-,5237,50.3761904762,12,58,35,21,9,-
83,"15101","031003","3","","","","新潟県","新潟市北区","葛塚","中大口",301,5,11,7,19,15,11,15,13,15,19,21,20,21,30,15,19,21,12,7,-,-,5,15126,51.6013513514,23,169,104,59,19,-,140,2,5,1,9,7,7,6,6,9,9,10,10,10,16,8,6,7,6,3,-,-,3,6953,51.2518248175,8,83,46,22,9,-,161,3,6,6,10,8,4,9,7,6,10,11,10,11,14,7,13,14,6,4,-,-,2,8173,51.9025157233,15,86,58,37,10,-
84,"15101","031004","3","","","","新潟県","新潟市北区","葛塚","下町",104,2,4,2,2,2,3,2,7,3,6,10,4,9,15,10,10,7,4,2,-,-,-,5861,56.8557692308,8,48,48,23,6,-,48,1,3,2,1,1,2,1,2,1,2,7,2,4,8,2,5,2,1,1,-,-,-,2514,52.8750000000,6,23,19,9,2,-,56,1,1,-,1,1,1,1,5,2,4,3,2,5,7,8,5,5,3,1,-,-,-,3347,60.2678571429,2,25,29,14,4,-
85,"15101","031005","3","","","","新潟県","新潟市北区","葛塚","常盤町",93,2,1,2,6,5,6,3,3,4,6,7,7,10,4,6,5,8,6,-,-,-,2,4697,52.1153846154,5,57,29,19,6,-,41,-,1,2,2,2,3,2,2,4,1,2,2,8,2,2,2,2,1,-,-,-,1,1932,48.8000000000,3,28,9,5,1,-,52,2,-,-,4,3,3,1,1,-,5,5,5,2,2,4,3,6,5,-,-,-,1,2765,54.7156862745,2,29,20,14,5,-
86,"15101","031006","3","","","","新潟県","新潟市北区","葛塚","中町",55,-,-,2,7,9,-,1,2,2,4,2,4,5,2,1,4,-,4,-,-,-,6,2215,45.7040816327,2,36,11,8,4,-,24,-,-,1,2,5,-,1,1,-,4,1,3,2,1,-,2,-,-,-,-,-,1,973,42.8043478261,1,19,3,2,-,-,31,-,-,1,5,4,-,-,1,2,-,1,1,3,1,1,2,-,4,-,-,-,5,1242,48.2692307692,1,17,8,6,4,-
87,"15101","031007","3","","","","新潟県","新潟市北区","葛塚","下大口",1329,61,64,45,113,114,70,75,71,102,67,71,66,71,101,66,45,47,31,14,3,1,31,54940,42.8266563945,170,820,308,141,49,1,594,30,29,29,45,39,29,34,38,44,34,38,26,31,45,34,21,15,12,2,-,1,18,23971,42.1163194444,88,358,130,51,15,1,735,31,35,16,68,75,41,41,33,58,33,33,40,40,56,32,24,32,19,12,3,-,13,30969,43.3933518006,82,462,178,90,34,-
88,"15101","031008","3","","","","新潟県","新潟市北区","葛塚","栄町",278,7,14,23,13,14,12,8,18,21,31,15,13,18,15,15,17,13,8,3,-,-,-,12575,45.7338129496,44,163,71,41,11,-,135,5,8,12,5,9,3,3,10,12,15,9,7,8,9,5,6,3,5,1,-,-,-,5798,43.4481481481,25,81,29,15,6,-,143,2,6,11,8,5,9,5,8,9,16,6,6,10,6,10,11,10,3,2,-,-,-,6777,47.8916083916,19,82,42,26,5,-
89,"15101","031009","3","","","","新潟県","新潟市北区","葛塚","上他門",163,9,4,1,23,12,7,6,11,10,10,4,8,11,18,8,3,4,6,3,-,-,5,6873,44.0000000000,14,102,42,16,9,-,83,4,4,-,11,8,4,2,8,5,6,-,6,6,10,2,1,2,1,-,-,-,3,3210,40.6250000000,8,56,16,4,1,-,80,5,-,1,12,4,3,4,3,5,4,4,2,5,8,6,2,2,5,3,-,-,2,3663,47.4615384615,6,46,26,12,8,-
90,"15101","031010","3","","","","新潟県","新潟市北区","葛塚","下他門",122,-,3,5,9,8,3,5,4,5,9,12,5,12,10,9,8,7,3,3,1,1,-,6312,52.2377049180,8,72,42,23,8,-,60,-,3,3,3,7,1,3,2,2,5,7,2,6,5,3,3,3,-,1,1,-,-,2833,47.7166666667,6,38,16,8,2,-,62,-,-,2,6,1,2,2,2,3,4,5,3,6,5,6,5,4,3,2,-,1,-,3479,56.6129032258,2,34,26,15,6,-
91,"15101","031011","3","","","","新潟県","新潟市北区","葛塚","相生町",79,4,2,1,6,1,8,3,6,3,3,9,4,5,4,1,4,7,6,2,-,-,-,3900,49.8670886076,7,48,24,19,8,-,38,2,1,-,3,-,5,1,2,2,1,5,3,2,2,1,2,2,3,1,-,-,-,1867,49.6315789474,3,24,11,8,4,-,41,2,1,1,3,1,3,2,4,1,2,4,1,3,2,-,2,5,3,1,-,-,-,2033,50.0853658537,4,24,13,11,4,-
92,"15101","031012","3","","","","新潟県","新潟市北区","葛塚","川端町",55,1,1,8,5,4,2,-,1,7,7,2,2,5,2,2,2,4,-,-,-,-,-,2287,42.0818181818,10,35,10,6,-,-,29,1,1,4,3,2,2,-,-,4,4,1,1,2,-,2,-,2,-,-,-,-,-,1102,38.5000000000,6,19,4,2,-,-,26,-,-,4,2,2,-,-,1,3,3,1,1,3,2,-,2,2,-,-,-,-,-,1185,46.0769230769,4,16,6,4,-,-
93,"15101","031013","3","","","","新潟県","新潟市北区","葛塚","正尺",702,42,24,24,42,63,38,53,44,37,32,29,50,58,28,27,27,27,20,14,14,3,6,30815,44.7744252874,90,446,160,105,51,4,335,19,14,11,26,27,18,27,24,19,22,15,25,30,12,14,9,7,4,3,3,1,5,13536,41.5181818182,44,233,53,27,11,3,367,23,10,13,16,36,20,26,20,18,10,14,25,28,16,13,18,20,16,11,11,2,1,17279,47.7103825137,46,213,107,78,40,1
94,"15101","031015","3","","","","新潟県","新潟市北区","葛塚","上町",69,1,2,2,2,2,-,-,2,5,8,4,1,3,9,6,12,3,1,2,2,1,1,3988,59.1470588235,5,27,36,21,6,-,34,1,1,1,-,1,-,-,1,2,5,4,1,1,5,2,6,1,-,1,-,-,1,1838,56.1969696970,3,15,15,8,1,-,35,-,1,1,2,1,-,-,1,3,3,-,-,2,4,4,6,2,1,1,2,1,-,2150,61.9285714286,2,12,21,13,5,-
